[10/3/2013 0:45:57] /town aracura
[10/3/2013 0:58:20] /r
[10/3/2013 0:58:27] /m rotworm
[10/3/2013 0:58:28] /m rotworm
[10/3/2013 0:58:32] /r
[10/3/2013 0:58:33] /r
[10/3/2013 0:58:38] /r
[10/3/2013 0:58:39] /r
[10/3/2013 1:6:22] /reload config
[10/3/2013 1:9:21] /ghost
[10/3/2013 2:19:24] /town island of peace
[10/3/2013 2:19:32] /b quem ta preso na island ?
[10/3/2013 2:19:39] /bc a Dúvias no help...
[10/3/2013 2:19:48] /goto druidlee
[10/3/2013 2:20:0] /town quendor
[10/3/2013 2:20:2] /c druidlee
[10/3/2013 2:21:34] /goto killernoobzinhoo
[10/3/2013 2:21:40] /a 4
[10/3/2013 2:21:40] /a 4
[10/3/2013 2:21:40] /a 4
[10/3/2013 2:21:40] /a 4
[10/3/2013 2:21:41] /a 4
[10/3/2013 2:21:41] /a 4
[10/3/2013 2:21:41] /a 4
[10/3/2013 2:21:41] /a 4
[10/3/2013 2:21:42] /a 4
[10/3/2013 2:21:42] /a 4
[10/3/2013 2:21:42] /a 4
[10/3/2013 2:21:42] /a 4
[10/3/2013 2:21:43] /a 4
[10/3/2013 2:21:43] /a 4
[10/3/2013 2:21:43] /a 4
[10/3/2013 2:21:43] /a 4
[10/3/2013 2:21:44] /a 4
[10/3/2013 2:21:44] /a 4
[10/3/2013 2:21:44] /a 4
[10/3/2013 2:21:45] /a 4
[10/3/2013 2:21:45] /a 4
[10/3/2013 2:21:45] /a 4
[10/3/2013 2:21:45] /a 4
[10/3/2013 2:21:46] /a 4
[10/3/2013 2:21:46] /a 4
[10/3/2013 2:21:46] /a 4
[10/3/2013 2:21:46] /a 4
[10/3/2013 2:21:47] /a 4
[10/3/2013 2:21:47] /a 4
[10/3/2013 2:21:47] /a 4
[10/3/2013 2:21:48] /a 4
[10/3/2013 2:21:48] /a 4
[10/3/2013 2:21:48] /a 4
[10/3/2013 2:21:49] /a 4
[10/3/2013 2:21:49] /a 4
[10/3/2013 2:21:49] /a 4
[10/3/2013 2:21:49] /a 4
[10/3/2013 2:21:50] /a 4
[10/3/2013 2:21:50] /a 4
[10/3/2013 2:21:50] /a 4
[10/3/2013 2:21:50] /a 4
[10/3/2013 2:21:50] /a 4
[10/3/2013 2:21:51] /a 4
[10/3/2013 2:21:51] /a 4
[10/3/2013 2:21:51] /a 4
[10/3/2013 2:21:51] /a 4
[10/3/2013 2:21:51] /a 4
[10/3/2013 2:21:52] /a 4
[10/3/2013 2:21:52] /a 4
[10/3/2013 2:21:52] /a 4
[10/3/2013 2:21:53] /a 4
[10/3/2013 2:21:53] /a 4
[10/3/2013 2:21:53] /a 4
[10/3/2013 2:21:53] /a 4
[10/3/2013 2:21:54] /a 4
[10/3/2013 2:21:54] /a 4
[10/3/2013 2:21:54] /a 4
[10/3/2013 2:21:54] /a 4
[10/3/2013 2:21:55] /a 4
[10/3/2013 2:21:55] /a 4
[10/3/2013 2:21:55] /a 4
[10/3/2013 2:21:55] /a 4
[10/3/2013 2:21:56] /a 4
[10/3/2013 2:21:56] /a 4
[10/3/2013 2:21:57] /a 4
[10/3/2013 2:21:57] /a 4
[10/3/2013 2:22:1] /a 4
[10/3/2013 2:22:1] /a 4
[10/3/2013 2:22:1] /a 4
[10/3/2013 2:22:2] /a 4
[10/3/2013 2:22:2] /a 4
[10/3/2013 2:22:3] /a 4
[10/3/2013 2:22:3] /a 4
[10/3/2013 2:22:3] /a 4
[10/3/2013 2:22:4] /a 4
[10/3/2013 2:22:4] /a 4
[10/3/2013 2:22:4] /a 4
[10/3/2013 2:22:4] /a 4
[10/3/2013 2:22:6] /a 4
[10/3/2013 2:22:6] /a 4
[10/3/2013 2:22:6] /a 4
[10/3/2013 2:22:6] /a 4
[10/3/2013 2:22:6] /a 4
[10/3/2013 2:22:7] /a 4
[10/3/2013 2:22:9] /a 4
[10/3/2013 2:22:9] /a 4
[10/3/2013 2:22:10] /a 4
[10/3/2013 2:22:10] /a 4
[10/3/2013 2:22:11] /a 4
[10/3/2013 2:22:11] /a 4
[10/3/2013 2:22:11] /a 4
[10/3/2013 2:22:12] /a 4
[10/3/2013 2:22:12] /a 4
[10/3/2013 2:22:12] /a 4
[10/3/2013 2:22:12] /a 4
[10/3/2013 2:22:13] /a 4
[10/3/2013 2:22:13] /a 4
[10/3/2013 2:22:13] /a 4
[10/3/2013 2:22:13] /a 4
[10/3/2013 2:22:14] /a 4
[10/3/2013 2:22:14] /a 4
[10/3/2013 2:22:14] /a 4
[10/3/2013 2:22:15] /a 4
[10/3/2013 2:22:15] /a 4
[10/3/2013 2:22:15] /a 4
[10/3/2013 2:22:15] /a 4
[10/3/2013 2:22:15] /a 4
[10/3/2013 2:22:16] /a 4
[10/3/2013 2:22:16] /a 4
[10/3/2013 2:22:16] /a 4
[10/3/2013 2:22:16] /a 4
[10/3/2013 2:22:16] /a 4
[10/3/2013 2:22:17] /a 4
[10/3/2013 2:22:17] /a 4
[10/3/2013 2:22:18] /a 4
[10/3/2013 2:22:18] /a 4
[10/3/2013 2:22:18] /a 4
[10/3/2013 2:22:18] /a 4
[10/3/2013 2:22:19] /a 4
[10/3/2013 2:22:19] /a 4
[10/3/2013 2:22:19] /a 4
[10/3/2013 2:22:19] /a 4
